,F_SESSION,k_aircraft,k_operator,k_mission,flight_document,cluster
1673,3196114,49458,112,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 114_116_116_116_114 114_115_115_115_7 7_7_116_7_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 10562_1157_1157_1157_1156 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 12483_6819_6819_6819_6819 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 3_4_3_3_4 4_5_4_4_5 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190,0
1674,3196178,46853,335,1,4_5_5_5_5 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_115_115_115_8032 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 4632_2184_2184_2184_4632 2272_549_549_549_2272 2272_549_549_549_2272 7_118_118_118_118 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 4_5_5_5_4,0
1675,3196199,48380,20,-2,2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 7_7_116_7_7 7_7_116_7_7 7_7_116_7_7 7_7_116_7_7 7_116_7_7_116 116_7_7_116_116 7_116_7_116_7 7_7_116_7_7 116_7_116_7_116 7_116_7_116_7 7_116_7_7_116 116_7_7_116_116 116_7_7_116_116 7_116_116_116_7 116_116_7_116_116 7_7_116_7_7 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190,1
1676,3196202,46875,112,1,4_5_5_5_5 4_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 7381_7750_7750_7750_7381 7381_7750_7750_7750_7381 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 119_2_2_2_189 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 190_190_190_190_191 191_192_192_192_192 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 192_2_2_2_6 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_800 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 8027_7_7_7_119 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 115_115_115_115_115 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 192_2_2_2_6 2_6_6_6_6 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,3
1677,3196215,54806,394,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 3_3_3_3_4 4_5_5_5_5 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 2186_2185_2185_2185_2186 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 4077_4077_1144_4077_4077 1144_4077_4077_4077_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 4077_1144_1144_1144_4077 1144_1144_4077_1144_1144 1144_4077_4077_1144_4077 4077_1144_1144_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 4077_1144_1144_1144_4077 1144_4077_4077_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 4077_1144_1144_1144_4077 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 4077_1144_1144_1144_4077 1144_4077_4077_1144_4077 1144_4077_1144_4077_1144 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 4077_1144_1144_1144_4077 1144_1144_4077_1144_1144 1144_4077_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 4077_1144_4077_1144_4077 1144_4077_1144_4077_1144 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_1144_4077_1144_1144 1144_4077_1144_4077_1144 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_118_118_118_118 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 4100_4478_4478_4478_2161 4078_4079_4079_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4078_4078_4079 4078_4079_4078_4079_4078 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4079_4078_4078_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4079_4078_4079_4078 4078_4079_4079_4079_7683 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4078_4078_4079 4078_4078_4079_4078_4078 4078_4078_4079_4078_4078 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 4079_4079_4078_4079_4079 4079_4078_4078_4078_4079 4078_4078_4079_4078_4078 4079_4078_4079_4078_4079 4079_4079_4078_4079_4079 4632_2184_2184_2184_4632 7697_11886_11886_11886_7687 4079_4078_4078_4078_4079 7770_4269_4269_4269_7770 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190,2
1678,3196223,50825,335,1,2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_4_4_3 3_4_4_3_4 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4092_1370_1370_1370_4092 1370_4092_4092_4092_1370 4092_1370_4092_1370_4092 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 8680_990_990_990_8680 6386_7283_7283_7283_2879 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 114_116_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2182_2192_2192_2192_2182 2192_2182_2182_2182_2192 4081_4080_4080_4080_4081 4080_4081_4080_4080_4081 4081_4080_4080_4081_4080 4080_4081_4080_4080_4081 7479_7761_7761_7761_7479 5739_7479_7479_7479_7761 7761_7479_7479_7479_7761 4078_4078_4079_4078_4078 5739_4078_4078_4078_4079 4078_4078_4079_4078_4078 5739_4078_4078_4078_4079 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 11387_3719_3719_3719_11385 7707_7681_7681_7681_7707 3051_2193_2193_3051_2193 4080_4081_4081_4081_4080 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
1679,3196226,45344,20,-2,2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 5_5_2_5_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 2_4_4_4_2 2_4_4_4_2 2_6_6_6_6 6_6_6_6_7 7_118_118_118_118 118_118_118_118_7 7_7_116_7_7 7_7_116_7_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 116_116_7_116_116 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_7_116_7_7 7_115_115_115_291 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 7_7_116_7_7 116_7_7_7_116 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_7_116_7_7 7_116_7_7_116 116_7_7_116_116 115_115_115_115_115 115_115_115_115_7 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190,1
1680,3196356,50826,3,1,4_5_5_5_4 4_3_3_3_4 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 1523_1142_1142_1142_1519 189_190_190_190_190 190_190_190_190_191,3
1681,3196358,46896,20,-2,2_4_4_4_2 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_10487 720_719_719_719_720 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190,2
1682,3196479,45344,20,-2,2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_115_115_115_291 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 8371_726_726_726_725 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 3260_1840_1840_1840_3260 731_730_730_730_733 570_570_570_570_570 291_291_291_291_115 291_115_115_115_115 115_115_115_115_7 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 5484_11227_11500_11500_13331 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 570_570_570_570_570 119_119_119_119_2 2_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_7_116_7_7 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 116_7_7_7_116 7_116_7_116_7 7_116_7_7_116 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 116_114_114_114_102 1158_1159_1159_1159_1246 4793_5930_5930_5930_323 291_291_291_291_115 291_115_115_115_115 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_7_116_7_7 7_116_7_116_7 116_7_116_7_116 7_116_7_116_7 7_7_116_7_7 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 116_7_7_7_116 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 119_119_119_119_2 4_5_5_5_5 2_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190,1
1683,3196485,46851,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 5_2_2_2_4 4_3_4_4_3 4_3_3_3_4 4_3_3_3_3 3_3_3_3_4 115_115_115_115_7 7_115_115_115_1039 1528_1332_1332_1528_1332 1294_2187_2187_2187_1294 4088_3390_3390_3390_4088 6965_8445_8445_8445_6965 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2869_2090_2090_2090_2869 2323_2872_2872_2872_7280 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,0
1684,3196585,46841,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1126_1097_1097_1097_1096 1097_1096_1097_1097_1124 1134_1133_1133_1133_1134 1293_8371_8371_8371_1293 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 5_2_2_2_5 4_2_2_2_4 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
1685,3196588,50825,335,1,2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_115_115_115_1039 7259_7682_7682_7682_7259 2803_1369_1369_1369_2803 7681_2181_2181_2181_3045 7708_7695_7695_7695_7708 11886_7687_7687_7687_11886 11886_7687_7687_7687_11886 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 4078_4079_4078_4079_4078 4080_4081_4081_4081_4080 7707_2193_2193_2193_3051 12270_3787_3787_3787_12270 115_115_115_115_7 7_193_193_193_193 193_193_193_193_7 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
1686,3196595,46863,20,-2,2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_115_115_115_291 7_118_118_118_118 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 726_1543_1543_1543_2556 763_5375_5375_5375_764 7_116_116_116_7 116_7_7_7_116 7_116_116_116_7 7_118_118_118_118 118_118_118_118_7 116_7_7_7_116 7_7_116_7_7 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 7_116_116_116_7 116_7_116_7_116 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_7_116_7_7 7_116_7_116_7 116_7_116_7_116 7_116_7_116_7 116_7_116_7_116 7_116_7_116_7 116_7_116_7_116 7_7_116_7_7 7_116_7_116_7 116_7_116_7_116 7_116_7_116_7 116_7_7_7_116 116_116_7_116_116 116_116_7_116_116 116_7_7_7_116 116_7_116_7_116 116_7_7_7_116 7_7_116_7_7 7_116_7_7_116 116_7_7_116_116 7_7_116_7_7 7_7_116_7_7 7_116_7_7_116 116_7_7_116_116 7_116_116_116_7 116_7_7_7_116 116_7_7_7_116 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 7_116_7_7_116 116_7_7_116_116 116_7_7_7_116 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 116_7_7_7_116 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_7_116_7_7 116_7_7_7_116 7_116_7_116_7 116_7_116_7_116 7_116_7_116_7 116_7_116_7_116 7_116_7_116_7 7_116_116_116_7 116_7_7_7_116 7_7_116_7_7 116_116_7_116_116 116_7_7_7_116 7_7_116_7_7 7_116_7_7_116 116_7_7_116_116 7_7_116_7_7 7_116_7_116_7 7_7_116_7_7 15315_5986_5986_5986_5219 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_4 2_5_5_5_5 4_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190,1
1687,3196598,52255,298,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 3721_5640_5640_5640_3735 3735_3735_5640_3735_5640 3735_5640_3735_3735_5640 3735_5640_3735_3735_5640 3735_3735_5640_3735_5640 3735_4195_4195_3735_5640 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2177_2788_2788_2788_1304 1304_2788_2788_2788_8035 3045_2181_2181_2181_3045 3045_2181_2181_2181_3045 3045_2181_2181_3045_2181 2181_3045_2181_2181_3045 3045_2181_3045_3045_2181 2181_3045_3045_2181_3045 2181_3045_2181_2181_3045 3045_2181_2181_3045_2181 2181_3045_2181_2181_3045 3045_2181_2181_2181_3045 3045_2181_2181_2181_3045 2181_3045_3045_3045_2181 1097_1096_1096_1096_1097 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 119_2_2_2_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,0
